id,user_id,doubt_id,created_at,activity_type
2123783,97242,248422,2020-01-01 13:07:56 UTC,rate
2123784,97242,248415,2020-01-01 13:08:00 UTC,resolve
2123785,97242,248415,2020-01-01 13:08:02 UTC,rate
2123789,18338,248256,2020-01-01 13:08:33 UTC,reject
2123791,44538,248211,2020-01-01 13:08:36 UTC,assign
2123792,44538,248211,2020-01-01 13:08:42 UTC,reject
2123793,44538,248211,2020-01-01 13:08:44 UTC,assign
2123796,127311,248198,2020-01-01 13:08:47 UTC,review_resolution
2123797,44538,248211,2020-01-01 13:08:48 UTC,reject
2123799,44538,248211,2020-01-01 13:08:50 UTC,assign
2123807,71,248354,2020-01-01 13:09:10 UTC,unassign
2123809,127311,248354,2020-01-01 13:09:16 UTC,assign
2123812,152773,248428,2020-01-01 13:09:32 UTC,assign
2123813,152773,248428,2020-01-01 13:09:34 UTC,accept
2123815,152773,248429,2020-01-01 13:09:38 UTC,assign
2123817,152773,248429,2020-01-01 13:09:41 UTC,accept
2123818,44538,248211,2020-01-01 13:09:53 UTC,unassign
2123820,127311,248354,2020-01-01 13:09:53 UTC,accept
2123823,218573,248412,2020-01-01 13:10:16 UTC,review_resolution
2123824,19839,248369,2020-01-01 13:10:31 UTC,assign
2123827,407268,248412,2020-01-01 13:10:44 UTC,resolve
2123828,407268,248412,2020-01-01 13:10:46 UTC,rate
2123841,13443,248374,2020-01-01 13:11:41 UTC,review_resolution
2123842,71,248369,2020-01-01 13:11:47 UTC,unassign
2123843,19839,248369,2020-01-01 13:11:47 UTC,assign
2123845,18338,248378,2020-01-01 13:12:04 UTC,assign
2123849,149721,248246,2020-01-01 13:12:18 UTC,assign
2123856,18338,248378,2020-01-01 13:12:32 UTC,accept
2123861,451957,248401,2020-01-01 13:12:40 UTC,resolve
2123862,451957,248401,2020-01-01 13:12:46 UTC,rate
2123863,464708,248374,2020-01-01 13:12:48 UTC,resolve
2123864,464708,248374,2020-01-01 13:12:50 UTC,rate
2123866,97242,248428,2020-01-01 13:13:03 UTC,resolve
2123867,97242,248428,2020-01-01 13:13:05 UTC,rate
2123869,97242,248429,2020-01-01 13:13:08 UTC,resolve
2123870,97242,248429,2020-01-01 13:13:10 UTC,rate
2123871,44538,248417,2020-01-01 13:13:12 UTC,review_resolution
2123873,44538,248211,2020-01-01 13:13:18 UTC,assign
2123875,439916,248417,2020-01-01 13:13:21 UTC,resolve
2123876,44538,248211,2020-01-01 13:13:22 UTC,accept
2123877,439916,248417,2020-01-01 13:13:24 UTC,rate
2123882,18338,248378,2020-01-01 13:14:19 UTC,review_resolution
2123885,136471,248425,2020-01-01 13:14:56 UTC,review_resolution
2123886,421498,248425,2020-01-01 13:15:05 UTC,resolve
2123887,421498,248425,2020-01-01 13:15:07 UTC,rate
2123888,136471,248430,2020-01-01 13:15:15 UTC,assign
2123889,71,248246,2020-01-01 13:15:18 UTC,unassign
2123890,71,248369,2020-01-01 13:15:18 UTC,unassign
2123891,97294,248411,2020-01-01 13:15:27 UTC,resolve
2123892,464708,248407,2020-01-01 13:15:31 UTC,resolve
2123893,464708,248407,2020-01-01 13:15:33 UTC,rate
2123894,136471,248430,2020-01-01 13:15:36 UTC,accept
2123895,13443,248431,2020-01-01 13:15:43 UTC,assign
2123897,97294,248411,2020-01-01 13:15:52 UTC,rate
2123898,13443,248431,2020-01-01 13:15:52 UTC,accept
2123908,79641,248216,2020-01-01 13:16:14 UTC,assign
2123910,326867,248394,2020-01-01 13:16:18 UTC,resolve
2123911,19839,248369,2020-01-01 13:16:19 UTC,assign
2123912,79641,248216,2020-01-01 13:16:20 UTC,accept
2123917,204942,248349,2020-01-01 13:16:31 UTC,assign
2123918,204942,248349,2020-01-01 13:16:36 UTC,reject
2123922,326867,248394,2020-01-01 13:17:10 UTC,rate
2123929,120623,248360,2020-01-01 13:18:18 UTC,review_resolution
2123931,398570,248360,2020-01-01 13:18:23 UTC,resolve
2123932,398570,248360,2020-01-01 13:18:26 UTC,rate
2123937,390553,248235,2020-01-01 13:18:36 UTC,resolve
2123938,390553,248235,2020-01-01 13:18:37 UTC,rate
2123942,16027,248349,2020-01-01 13:18:48 UTC,assign
2123943,16027,248349,2020-01-01 13:19:01 UTC,reject
2123945,18338,248350,2020-01-01 13:19:09 UTC,assign
2123946,282306,248254,2020-01-01 13:19:15 UTC,assign
2123948,282306,248408,2020-01-01 13:19:17 UTC,review_resolution
2123949,282306,248254,2020-01-01 13:19:28 UTC,accept
2123950,282306,248336,2020-01-01 13:19:35 UTC,assign
2123951,136471,248430,2020-01-01 13:19:35 UTC,review_resolution
2123952,79641,248216,2020-01-01 13:19:40 UTC,review_resolution
2123953,282306,248336,2020-01-01 13:19:41 UTC,accept
2123954,256046,248430,2020-01-01 13:19:43 UTC,resolve
2123955,282306,248432,2020-01-01 13:19:48 UTC,assign
2123956,256046,248430,2020-01-01 13:19:53 UTC,rate
2123957,282306,248432,2020-01-01 13:19:59 UTC,accept
2123959,308677,248408,2020-01-01 13:20:03 UTC,resolve
2123960,308677,248408,2020-01-01 13:20:06 UTC,rate
2123963,422674,248418,2020-01-01 13:20:07 UTC,resolve
2123965,18338,248350,2020-01-01 13:20:11 UTC,unassign
2123966,422674,248418,2020-01-01 13:20:16 UTC,rate
2123968,79641,248234,2020-01-01 13:20:20 UTC,assign
2123969,79641,248234,2020-01-01 13:20:24 UTC,reject
2123972,79641,248255,2020-01-01 13:20:28 UTC,assign
2123973,79641,248255,2020-01-01 13:20:32 UTC,reject
2123979,79641,248326,2020-01-01 13:20:40 UTC,assign
2123980,79641,248326,2020-01-01 13:20:44 UTC,reject
2123982,79641,248381,2020-01-01 13:20:47 UTC,assign
2123983,79641,248381,2020-01-01 13:20:51 UTC,reject
2123985,79641,248316,2020-01-01 13:20:53 UTC,assign
2123986,79641,248316,2020-01-01 13:20:57 UTC,reject
2123994,204942,248230,2020-01-01 13:21:09 UTC,assign
2123996,71,248369,2020-01-01 13:21:11 UTC,unassign
2123999,79641,248423,2020-01-01 13:21:17 UTC,assign
2124000,204942,248230,2020-01-01 13:21:19 UTC,accept
2124001,79641,248423,2020-01-01 13:21:21 UTC,reject
2124002,79641,248231,2020-01-01 13:21:24 UTC,assign
2124003,92901,248409,2020-01-01 13:21:50 UTC,assign
2124005,79641,248231,2020-01-01 13:22:26 UTC,unassign
2124006,18338,248350,2020-01-01 13:22:30 UTC,assign
2124007,13443,248431,2020-01-01 13:22:51 UTC,review_resolution
2124008,401648,248431,2020-01-01 13:22:55 UTC,resolve
2124009,401648,248431,2020-01-01 13:22:58 UTC,rate
2124010,18338,248350,2020-01-01 13:23:05 UTC,reject
2124011,18338,248350,2020-01-01 13:23:07 UTC,assign
2124012,18338,248350,2020-01-01 13:23:12 UTC,reject
2124013,18338,248373,2020-01-01 13:23:14 UTC,assign
2124020,13443,248423,2020-01-01 13:23:26 UTC,assign
2124021,92901,248409,2020-01-01 13:23:27 UTC,unassign
2124023,92901,248409,2020-01-01 13:23:28 UTC,assign
2124025,13443,248423,2020-01-01 13:23:29 UTC,reject
2124026,13443,248231,2020-01-01 13:23:31 UTC,assign
2124028,34120,248435,2020-01-01 13:23:34 UTC,assign
2124029,13443,248231,2020-01-01 13:23:36 UTC,reject
2124030,13443,248239,2020-01-01 13:23:37 UTC,assign
2124031,13443,248239,2020-01-01 13:23:46 UTC,reject
2124033,13443,248245,2020-01-01 13:23:48 UTC,assign
2124034,34120,248435,2020-01-01 13:23:59 UTC,accept
2124035,34120,248215,2020-01-01 13:24:03 UTC,assign
2124038,34120,248215,2020-01-01 13:24:08 UTC,reject
2124046,13443,248245,2020-01-01 13:24:20 UTC,accept
2124048,92901,248409,2020-01-01 13:24:29 UTC,unassign
2124049,34120,248435,2020-01-01 13:24:30 UTC,review_resolution
2124050,92901,248409,2020-01-01 13:24:30 UTC,assign
2124051,34120,248435,2020-01-01 13:24:32 UTC,reactivate
2124057,71,248373,2020-01-01 13:24:57 UTC,unassign
2124060,18338,248373,2020-01-01 13:25:00 UTC,assign
2124064,18338,248421,2020-01-01 13:25:07 UTC,review_resolution
2124067,18338,248373,2020-01-01 13:25:15 UTC,reject
2124068,18338,248350,2020-01-01 13:25:15 UTC,assign
2124069,18338,248350,2020-01-01 13:25:25 UTC,reject
2124070,18338,248350,2020-01-01 13:25:25 UTC,assign
2124071,18338,248350,2020-01-01 13:25:29 UTC,reject
2124072,18338,248350,2020-01-01 13:25:30 UTC,assign
2124073,18338,248350,2020-01-01 13:25:33 UTC,reject
2124074,18338,248350,2020-01-01 13:25:34 UTC,assign
2124076,13443,248257,2020-01-01 13:25:35 UTC,assign
2124077,92901,248409,2020-01-01 13:25:39 UTC,unassign
2124078,13443,248257,2020-01-01 13:25:39 UTC,reject
2124079,13443,248318,2020-01-01 13:25:41 UTC,assign
2124080,13443,248318,2020-01-01 13:25:47 UTC,reject
2124081,13443,248331,2020-01-01 13:25:50 UTC,assign
2124082,468942,248307,2020-01-01 13:25:51 UTC,review_not_resolved
2124085,13443,248331,2020-01-01 13:25:52 UTC,reject
2124086,13443,248352,2020-01-01 13:25:54 UTC,assign
2124087,13443,248352,2020-01-01 13:25:57 UTC,reject
2124090,13443,248438,2020-01-01 13:26:34 UTC,assign
2124091,18338,248350,2020-01-01 13:26:36 UTC,unassign
2124094,367920,248232,2020-01-01 13:26:41 UTC,review_not_resolved
2124096,13443,248438,2020-01-01 13:26:42 UTC,accept
2124098,25964,248349,2020-01-01 13:26:48 UTC,assign
2124100,25964,248349,2020-01-01 13:26:57 UTC,reject
2124102,401146,248404,2020-01-01 13:27:01 UTC,resolve
2124105,401146,248404,2020-01-01 13:27:07 UTC,rate
2124108,204942,248230,2020-01-01 13:27:11 UTC,review_resolution
2124114,42834,248380,2020-01-01 13:27:25 UTC,escalate
2124115,367920,248327,2020-01-01 13:27:35 UTC,review_not_resolved
2124116,251298,248421,2020-01-01 13:27:36 UTC,review_not_resolved
2124119,155372,248230,2020-01-01 13:27:43 UTC,review_not_resolved
2124120,265305,248439,2020-01-01 13:27:59 UTC,assign
2124121,265305,248439,2020-01-01 13:28:10 UTC,accept
2124125,18338,248421,2020-01-01 13:28:24 UTC,assign
2124126,18338,248421,2020-01-01 13:28:32 UTC,accept
2124130,451773,248352,2020-01-01 13:28:49 UTC,resolve
2124131,282306,248432,2020-01-01 13:28:50 UTC,review_resolution
2124132,25964,248230,2020-01-01 13:28:51 UTC,assign
2124133,346148,248432,2020-01-01 13:28:56 UTC,resolve
2124134,346148,248432,2020-01-01 13:28:58 UTC,rate
2124135,42834,248403,2020-01-01 13:28:58 UTC,assign
2124137,282306,248380,2020-01-01 13:29:12 UTC,assign
2124138,18338,248232,2020-01-01 13:29:12 UTC,assign
2124139,282306,248380,2020-01-01 13:29:17 UTC,accept
2124140,18338,248232,2020-01-01 13:29:19 UTC,accept
2124148,218573,248215,2020-01-01 13:29:43 UTC,assign
2124152,42834,248403,2020-01-01 13:30:00 UTC,unassign
2124153,18338,248327,2020-01-01 13:30:03 UTC,assign
2124154,18338,248327,2020-01-01 13:30:07 UTC,accept
2124155,13443,248438,2020-01-01 13:30:08 UTC,review_resolution
2124156,19839,248369,2020-01-01 13:30:09 UTC,assign
2124158,19839,248369,2020-01-01 13:30:14 UTC,accept
2124159,161259,248434,2020-01-01 13:30:21 UTC,assign
2124160,161259,248434,2020-01-01 13:30:26 UTC,reject
2124162,161259,248392,2020-01-01 13:30:28 UTC,assign
2124164,161259,248392,2020-01-01 13:30:32 UTC,reject
2124169,218573,248215,2020-01-01 13:30:46 UTC,unassign
2124170,218573,248215,2020-01-01 13:30:47 UTC,assign
2124174,13443,248440,2020-01-01 13:30:52 UTC,assign
2124176,19839,248369,2020-01-01 13:30:54 UTC,pending_action_required
2124177,41919,248403,2020-01-01 13:30:54 UTC,assign
2124182,41919,248403,2020-01-01 13:31:18 UTC,reject
2124184,13443,248440,2020-01-01 13:31:19 UTC,accept
2124195,279604,248403,2020-01-01 13:31:38 UTC,assign
2124200,218573,248215,2020-01-01 13:31:52 UTC,unassign
2124201,398570,248377,2020-01-01 13:31:53 UTC,resolve
2124203,490865,248438,2020-01-01 13:31:56 UTC,resolve
2124205,490865,248438,2020-01-01 13:31:59 UTC,rate
2124209,218573,248215,2020-01-01 13:32:09 UTC,assign
2124214,218573,248215,2020-01-01 13:32:14 UTC,reject
2124220,57222,248217,2020-01-01 13:32:30 UTC,assign
2124221,57222,248217,2020-01-01 13:32:35 UTC,reject
2124222,57222,248222,2020-01-01 13:32:37 UTC,assign
2124223,279604,248403,2020-01-01 13:32:41 UTC,unassign
2124239,71,248230,2020-01-01 13:33:09 UTC,unassign
2124244,41919,248217,2020-01-01 13:33:15 UTC,assign
2124245,41919,248217,2020-01-01 13:33:19 UTC,reject
2124246,25964,248230,2020-01-01 13:33:19 UTC,assign
2124250,25964,248230,2020-01-01 13:33:23 UTC,accept
2124253,41919,248348,2020-01-01 13:33:28 UTC,assign
2124254,41919,248348,2020-01-01 13:33:31 UTC,reject
2124255,41919,248436,2020-01-01 13:33:32 UTC,assign
2124257,41919,248436,2020-01-01 13:33:35 UTC,accept
2124258,398570,248377,2020-01-01 13:33:43 UTC,rate
2124259,57222,248222,2020-01-01 13:33:44 UTC,unassign
2124266,36496,248442,2020-01-01 13:33:55 UTC,assign
2124268,36496,248442,2020-01-01 13:33:59 UTC,accept
2124279,306675,248203,2020-01-01 13:34:57 UTC,resolve
2124280,306675,248203,2020-01-01 13:34:59 UTC,rate
2124282,92901,248409,2020-01-01 13:35:12 UTC,assign
2124283,92901,248409,2020-01-01 13:35:15 UTC,accept
2124290,279604,248443,2020-01-01 13:35:39 UTC,assign
2124293,279604,248443,2020-01-01 13:35:43 UTC,accept
2124296,218573,248353,2020-01-01 13:35:46 UTC,assign
2124298,218573,248353,2020-01-01 13:35:50 UTC,reject
2124299,13443,248440,2020-01-01 13:35:50 UTC,review_resolution
2124300,331381,248444,2020-01-01 13:35:51 UTC,assign
2124301,218573,248434,2020-01-01 13:35:51 UTC,assign
2124303,487374,248440,2020-01-01 13:35:55 UTC,resolve
2124304,79641,248332,2020-01-01 13:35:57 UTC,assign
2124305,487374,248440,2020-01-01 13:35:57 UTC,rate
2124306,451773,248352,2020-01-01 13:35:58 UTC,rate
2124307,79641,248332,2020-01-01 13:36:01 UTC,reject
2124308,79641,248231,2020-01-01 13:36:03 UTC,assign
2124309,79641,248231,2020-01-01 13:36:05 UTC,reject
2124310,79641,248239,2020-01-01 13:36:07 UTC,assign
2124313,79641,248239,2020-01-01 13:36:14 UTC,reject
2124314,79641,248257,2020-01-01 13:36:15 UTC,assign
2124315,79641,248257,2020-01-01 13:36:19 UTC,reject
2124316,13443,248332,2020-01-01 13:36:19 UTC,assign
2124317,79641,248318,2020-01-01 13:36:21 UTC,assign
2124318,79641,248318,2020-01-01 13:36:26 UTC,accept
2124319,79641,248331,2020-01-01 13:36:31 UTC,assign
2124320,13443,248332,2020-01-01 13:36:33 UTC,accept
2124321,79641,248331,2020-01-01 13:36:34 UTC,reject
2124323,34120,248435,2020-01-01 13:36:39 UTC,review_resolution
2124332,331381,248444,2020-01-01 13:36:55 UTC,unassign
2124333,331381,248444,2020-01-01 13:36:56 UTC,assign
2124337,79641,248247,2020-01-01 13:37:02 UTC,assign
2124339,79641,248247,2020-01-01 13:37:06 UTC,reject
2124346,42834,248403,2020-01-01 13:37:19 UTC,assign
2124351,331381,248444,2020-01-01 13:38:01 UTC,unassign
2124352,331381,248444,2020-01-01 13:38:02 UTC,assign
2124353,57222,248222,2020-01-01 13:38:05 UTC,assign
2124354,57222,248222,2020-01-01 13:38:11 UTC,reject
2124357,42834,248403,2020-01-01 13:38:21 UTC,unassign
2124358,57222,248348,2020-01-01 13:38:22 UTC,assign
2124359,57222,248348,2020-01-01 13:38:29 UTC,accept
2124360,331381,248444,2020-01-01 13:39:06 UTC,unassign
2124363,71,248434,2020-01-01 13:39:10 UTC,unassign
2124365,207738,248369,2020-01-01 13:39:20 UTC,not_pending_action_done
2124366,79641,248318,2020-01-01 13:39:36 UTC,review_resolution
2124367,42834,248403,2020-01-01 13:39:45 UTC,assign
2124368,79641,248444,2020-01-01 13:39:46 UTC,assign
2124369,18338,248232,2020-01-01 13:39:50 UTC,review_resolution
2124370,79641,248444,2020-01-01 13:39:51 UTC,accept
2124371,367920,248232,2020-01-01 13:39:53 UTC,resolve
2124372,367920,248232,2020-01-01 13:39:54 UTC,rate
2124378,164611,248405,2020-01-01 13:40:16 UTC,assign
2124380,19839,248369,2020-01-01 13:40:19 UTC,assign
2124381,19839,248369,2020-01-01 13:40:24 UTC,reject
2124382,164611,248405,2020-01-01 13:40:25 UTC,accept
2124384,42834,248403,2020-01-01 13:40:47 UTC,unassign
2124386,36496,248442,2020-01-01 13:41:29 UTC,review_resolution
2124390,19839,248369,2020-01-01 13:41:48 UTC,assign
2124391,19839,248369,2020-01-01 13:41:51 UTC,accept
2124396,204942,248234,2020-01-01 13:41:57 UTC,assign
2124397,448081,248442,2020-01-01 13:42:02 UTC,resolve
2124399,204942,248234,2020-01-01 13:42:04 UTC,reject
2124400,448081,248442,2020-01-01 13:42:06 UTC,rate
2124402,79641,248427,2020-01-01 13:42:09 UTC,assign
2124403,79641,248427,2020-01-01 13:42:12 UTC,reject
2124404,79641,248445,2020-01-01 13:42:14 UTC,assign
2124405,204942,248255,2020-01-01 13:42:14 UTC,assign
2124406,79641,248445,2020-01-01 13:42:17 UTC,reject
2124407,79641,248281,2020-01-01 13:42:19 UTC,assign
2124408,79641,248281,2020-01-01 13:42:21 UTC,accept
2124410,36496,248277,2020-01-01 13:42:45 UTC,assign
2124411,204942,248255,2020-01-01 13:42:46 UTC,accept
2124412,36496,248277,2020-01-01 13:42:53 UTC,reject
2124413,36496,248279,2020-01-01 13:42:55 UTC,assign
2124414,36496,248279,2020-01-01 13:43:01 UTC,reject
2124417,36496,248359,2020-01-01 13:43:09 UTC,assign
2124418,36496,248359,2020-01-01 13:43:12 UTC,accept
2124419,340883,248444,2020-01-01 13:43:44 UTC,resolve
2124420,340883,248444,2020-01-01 13:43:46 UTC,rate
2124423,79641,248281,2020-01-01 13:44:18 UTC,review_resolution
2124426,79641,248312,2020-01-01 13:44:37 UTC,assign
2124427,79641,248312,2020-01-01 13:44:44 UTC,reject
2124432,79641,248199,2020-01-01 13:44:57 UTC,assign
2124433,57222,248403,2020-01-01 13:45:05 UTC,assign
2124434,79641,248199,2020-01-01 13:45:05 UTC,reject
2124436,57222,248403,2020-01-01 13:45:09 UTC,reject
2124437,13443,248332,2020-01-01 13:45:09 UTC,review_resolution
2124439,57222,248403,2020-01-01 13:45:11 UTC,assign
2124440,79641,248351,2020-01-01 13:45:11 UTC,assign
2124441,484997,248332,2020-01-01 13:45:12 UTC,resolve
2124444,164611,248405,2020-01-01 13:45:14 UTC,review_resolution
2124445,484997,248332,2020-01-01 13:45:14 UTC,rate
2124446,18338,248419,2020-01-01 13:45:14 UTC,assign
2124447,57222,248403,2020-01-01 13:45:15 UTC,reject
2124449,57222,248403,2020-01-01 13:45:17 UTC,assign
2124454,79641,248351,2020-01-01 13:45:30 UTC,accept
2124455,18338,248419,2020-01-01 13:45:32 UTC,accept
2124462,13443,248427,2020-01-01 13:46:04 UTC,assign
2124464,44538,248231,2020-01-01 13:46:14 UTC,assign
2124469,13443,248427,2020-01-01 13:46:20 UTC,accept
2124471,44538,248231,2020-01-01 13:46:24 UTC,accept
2124474,208720,248449,2020-01-01 13:46:34 UTC,assign
2124475,208720,248449,2020-01-01 13:46:47 UTC,accept
2124476,208720,248451,2020-01-01 13:46:50 UTC,assign
2124477,79641,248351,2020-01-01 13:47:03 UTC,review_resolution
2124478,79641,248453,2020-01-01 13:47:13 UTC,assign
2124479,79641,248453,2020-01-01 13:47:26 UTC,accept
2124484,71,248403,2020-01-01 13:48:12 UTC,unassign
2124492,13443,248427,2020-01-01 13:50:00 UTC,review_resolution
2124493,380673,248436,2020-01-01 13:50:02 UTC,resolve
2124494,380673,248436,2020-01-01 13:50:04 UTC,rate
2124495,41919,248452,2020-01-01 13:50:10 UTC,assign
2124496,422298,248427,2020-01-01 13:50:11 UTC,resolve
2124497,422298,248427,2020-01-01 13:50:13 UTC,rate
2124498,13443,248455,2020-01-01 13:50:14 UTC,assign
2124499,41919,248452,2020-01-01 13:50:15 UTC,reject
2124500,44538,248231,2020-01-01 13:50:16 UTC,review_resolution
2124501,41919,248452,2020-01-01 13:50:17 UTC,assign
2124502,25964,248454,2020-01-01 13:50:17 UTC,assign
2124503,41919,248452,2020-01-01 13:50:19 UTC,reject
2124504,41919,248452,2020-01-01 13:50:21 UTC,assign
2124506,41919,248452,2020-01-01 13:50:24 UTC,reject
2124507,13443,248455,2020-01-01 13:50:26 UTC,reject
2124510,25964,248454,2020-01-01 13:50:31 UTC,accept
2124513,34120,248447,2020-01-01 13:51:02 UTC,assign
2124514,161259,248218,2020-01-01 13:51:03 UTC,assign
2124515,161259,248218,2020-01-01 13:51:07 UTC,reject
2124516,161259,248448,2020-01-01 13:51:09 UTC,assign
2124517,34120,248447,2020-01-01 13:51:09 UTC,accept
2124518,71,248451,2020-01-01 13:51:09 UTC,unassign
2124519,161259,248448,2020-01-01 13:51:12 UTC,reject
2124521,25964,248230,2020-01-01 13:51:15 UTC,review_resolution
2124525,25964,248230,2020-01-01 13:51:24 UTC,reactivate
2124526,155372,248230,2020-01-01 13:51:24 UTC,review_not_resolved
2124527,18338,248419,2020-01-01 13:51:25 UTC,review_resolution
2124528,42621,248419,2020-01-01 13:51:30 UTC,resolve
2124529,42621,248419,2020-01-01 13:51:33 UTC,rate
2124531,120964,248451,2020-01-01 13:51:40 UTC,assign
2124534,120964,248451,2020-01-01 13:51:49 UTC,accept
2124535,265305,248439,2020-01-01 13:51:51 UTC,review_resolution
2124537,213730,248307,2020-01-01 13:52:00 UTC,assign
2124539,79641,248455,2020-01-01 13:52:02 UTC,assign
2124541,282306,248254,2020-01-01 13:52:08 UTC,pending_action_required
2124542,184087,248439,2020-01-01 13:52:08 UTC,resolve
2124544,79641,248455,2020-01-01 13:52:09 UTC,reject
2124545,79641,248379,2020-01-01 13:52:11 UTC,assign
2124548,184087,248439,2020-01-01 13:52:18 UTC,rate
2124549,79641,248379,2020-01-01 13:52:21 UTC,reject
2124550,213730,248307,2020-01-01 13:52:24 UTC,reject
2124552,213730,248307,2020-01-01 13:52:24 UTC,assign
2124553,466342,248231,2020-01-01 13:52:24 UTC,resolve
2124554,466342,248231,2020-01-01 13:52:28 UTC,rate
2124556,79641,248388,2020-01-01 13:52:30 UTC,assign
2124558,79641,248388,2020-01-01 13:52:46 UTC,accept
2124559,41919,248452,2020-01-01 13:52:46 UTC,assign
2124561,41919,248452,2020-01-01 13:52:48 UTC,accept
2124565,13443,248245,2020-01-01 13:53:49 UTC,pending_action_required
2124566,71,248307,2020-01-01 13:53:55 UTC,unassign
2124567,213730,248307,2020-01-01 13:53:55 UTC,assign
2124569,13443,248379,2020-01-01 13:54:01 UTC,assign
2124570,213730,248307,2020-01-01 13:54:02 UTC,accept
2124573,117532,248455,2020-01-01 13:54:26 UTC,assign
2124574,13443,248379,2020-01-01 13:54:30 UTC,accept
2124577,32802,248336,2020-01-01 13:54:56 UTC,resolve
2124578,32802,248336,2020-01-01 13:54:58 UTC,rate
2124583,282306,248403,2020-01-01 13:55:18 UTC,assign
2124585,213730,248386,2020-01-01 13:55:24 UTC,assign
2124587,213730,248386,2020-01-01 13:55:27 UTC,accept
2124588,71,248455,2020-01-01 13:55:31 UTC,unassign
2124589,213730,248400,2020-01-01 13:55:31 UTC,assign
2124590,117532,248239,2020-01-01 13:55:32 UTC,assign
2124591,213730,248400,2020-01-01 13:55:37 UTC,accept
2124592,117532,248239,2020-01-01 13:55:39 UTC,accept
2124593,44538,248455,2020-01-01 13:55:42 UTC,assign
2124594,282306,248403,2020-01-01 13:55:57 UTC,accept
2124595,79641,248426,2020-01-01 13:55:59 UTC,assign
2124596,79641,248426,2020-01-01 13:56:07 UTC,accept
2124597,120964,248451,2020-01-01 13:56:10 UTC,review_resolution
2124600,463840,248379,2020-01-01 13:56:20 UTC,resolve
2124601,448081,248451,2020-01-01 13:56:20 UTC,resolve
2124602,463840,248379,2020-01-01 13:56:23 UTC,rate
2124603,448081,248451,2020-01-01 13:56:26 UTC,rate
2124604,29011,248350,2020-01-01 13:56:31 UTC,assign
2124605,13443,248456,2020-01-01 13:56:35 UTC,assign
2124606,36496,248359,2020-01-01 13:56:40 UTC,review_resolution
2124607,44538,248455,2020-01-01 13:56:44 UTC,unassign
2124610,36496,248358,2020-01-01 13:56:48 UTC,assign
2124613,13443,248456,2020-01-01 13:56:51 UTC,accept
2124614,463840,248388,2020-01-01 13:56:52 UTC,resolve
2124615,36496,248358,2020-01-01 13:56:57 UTC,accept
2124616,213730,248307,2020-01-01 13:57:03 UTC,pending_action_required
2124620,280541,248188,2020-01-01 13:57:16 UTC,resolve
2124622,468942,248307,2020-01-01 13:57:18 UTC,not_pending_action_done
2124623,280541,248188,2020-01-01 13:57:19 UTC,rate
2124624,463840,248388,2020-01-01 13:57:23 UTC,rate
2124625,44538,248455,2020-01-01 13:57:25 UTC,assign
2124626,36496,248277,2020-01-01 13:57:27 UTC,assign
2124627,44538,248455,2020-01-01 13:57:28 UTC,accept
2124629,426478,248245,2020-01-01 13:57:48 UTC,not_pending_action_done
2124634,36496,248277,2020-01-01 13:58:28 UTC,unassign
2124637,265305,248277,2020-01-01 13:58:44 UTC,assign
2124640,265305,248277,2020-01-01 13:58:54 UTC,reject
2124641,265305,248279,2020-01-01 13:58:57 UTC,assign
2124642,265305,248279,2020-01-01 13:59:00 UTC,reject
2124643,213730,248386,2020-01-01 13:59:01 UTC,review_resolution
2124644,265305,248277,2020-01-01 13:59:02 UTC,assign
2124646,25964,248230,2020-01-01 13:59:15 UTC,escalate
2124647,13443,248370,2020-01-01 13:59:20 UTC,pending_action_required
2124648,13443,248245,2020-01-01 13:59:27 UTC,assign
2124649,348972,248386,2020-01-01 13:59:30 UTC,resolve
2124650,213730,248307,2020-01-01 13:59:31 UTC,assign
2124651,348972,248386,2020-01-01 13:59:32 UTC,rate
2124653,13443,248245,2020-01-01 13:59:36 UTC,reject
2124654,13443,248245,2020-01-01 13:59:38 UTC,assign
2124658,36496,248279,2020-01-01 13:59:57 UTC,assign
2124660,36496,248279,2020-01-01 14:00:04 UTC,reject
2124661,36496,248279,2020-01-01 14:00:05 UTC,assign
2124662,451957,248443,2020-01-01 14:00:09 UTC,resolve
2124665,451957,248443,2020-01-01 14:00:14 UTC,rate
2124666,57222,248348,2020-01-01 14:00:14 UTC,pending_action_required
2124668,79641,248453,2020-01-01 14:00:27 UTC,review_resolution
2124669,463840,248426,2020-01-01 14:00:28 UTC,resolve
2124671,213730,248307,2020-01-01 14:00:33 UTC,unassign
2124672,463840,248426,2020-01-01 14:00:33 UTC,rate
2124675,71,248350,2020-01-01 14:00:40 UTC,unassign
2124676,71,248338,2020-01-01 14:00:41 UTC,inactivate
2124678,71,248292,2020-01-01 14:00:41 UTC,inactivate
2124679,71,248255,2020-01-01 14:00:42 UTC,inactivate
2124688,463840,248426,2020-01-01 14:00:54 UTC,rate
2124689,79641,248457,2020-01-01 14:00:58 UTC,assign
2124690,79641,248457,2020-01-01 14:01:01 UTC,accept
2124692,36496,248279,2020-01-01 14:01:07 UTC,unassign
2124696,36496,248292,2020-01-01 14:01:19 UTC,assign
2124698,36496,248292,2020-01-01 14:01:24 UTC,accept
2124700,120964,248338,2020-01-01 14:01:29 UTC,assign
2124701,120964,248338,2020-01-01 14:01:35 UTC,accept
2124711,213730,248400,2020-01-01 14:02:15 UTC,review_resolution
